Roanoke, 2353397
NYC, 2413200
UKansasState, 62962
Champaign, 65602
Berlin, 11431
UMissouri, 238501
Boston, 931802
Atlanta, 2130294
Cincinnati, 277953
Denver, 165437
SanFrancisco, 1460892
Toronto, 3072254
Philadelphia, 1533029
