Roanoke, 2342149
NYC, 2202537
UKansasState, 62962
Champaign, 74381
Berlin, 9888
UMissouri, 250104
Boston, 1076684
Atlanta, 2030676
Cincinnati, 277952
Denver, 162499
SanFrancisco, 1787792
Toronto, 2717886
Philadelphia, 1722564
